#,ID,Date,Description,Mode,Category,Sub Category,Amount,Balance,FCU Identified
992,992,25-10-2022,ATM DEC CHG/11-08-76/GST,ecs,expenses,bounce,2397.81,4566825.68,Fraud Identified
993,993,27-10-2022,"INF/INFT/353974436944/Lopez, Burns and Alexander /Andrew",vps,reversal credit,loan,179.09,3610471.2,Verified
994,994,29-10-2022,UPI/682776672727/NO REMARKS/tperry@upi/Dennisside,atm,subsidy,bounce,7308.07,3115391.41,Verified
995,995,29-10-2022,ATM DEC CHG/17-05-79/GST,upi,expenses,fuel,4599.39,3753661.91,Verified
996,996,30-10-2022,"INF/INFT/674705902290/Jones, Nichols and Fox /Caleb",upi,withdrawal,other,228.12,2969534.62,Fraud Identified
997,997,30-10-2022,IPS/MASTER FUEL/874299109429/000000000980/South Michelleton,atm,withdrawal,other,2029.77,3487466.02,Verified
998,998,31-10-2022,VPS/Holland Ltd/826635244016/West Bradleyfurt,ecs,subsidy,other,-998.11,999062.03,
999,999,31-10-2022,ATM DEC CHG/06-05-99/GST,upi,reversal credit,loan,3028.94,2178120.27,Fraud Identified
1000,1000,31-10-2022,"INF/INFT/763964164269/Reese, Gonzalez and Maxwell /Emily",ecs,expenses,loan,7723.69,3936895.5,
1001,1001,01-11-2022,NFS/CRND07/CASH WDL/18-12-05,upi,other credit,other,2421.01,1171633.91,Verified
1002,1002,01-11-2022,BIL/RCHG/7299418359/Vodafone -/537-369-8486x8233,upi,withdrawal,loan,159.23,1759584.91,Verified
1003,1003,01-11-2022,BIL/RCHG/1593075594/Vodafone -/001-770-742-9034x6547,atm,withdrawal,bounce,-1227.59,4398191.57,
1004,1004,03-11-2022,ATM DEC CHG/12-04-81/GST,upi,withdrawal,other,3024.14,1555282.43,Verified
1005,1005,03-11-2022,UPI/243788544360/NO REMARKS/billy75@upi/Marshallmouth,ecs,other credit,recharge,4462.18,3396875.11,
1006,1006,04-11-2022,INF/INFT/482934525798/Williams PLC /Jessica,imps,other credit,bounce,-3363.39,646230.98,
1007,1007,04-11-2022,IPS/MASTER FUEL/578667142341/000000000980/Port Joelmouth,upi,expenses,recharge,6718.71,3894518.25,
1008,1008,06-11-2022,IPS/MASTER FUEL/654186456134/000000000980/Harthaven,ecs,other credit,bounce,-445.47,1219333.53,
1009,1009,06-11-2022,APBS/IOC Ref No2062157817/44484457717958,upi,expenses,other,1733.57,1843502.55,
1010,1010,07-11-2022,VPS/Lee-Wilkinson/125964064975/Lake Barbara,atm,withdrawal,bounce,-44.94,2257600.76,Verified
1011,1011,08-11-2022,UPI/889088390168/NO REMARKS/obecker@upi/Hobbsland,atm,withdrawal,bounce,-3362.22,2479265.53,Verified
1012,1012,09-11-2022,UPI/142832803201/NO REMARKS/robert09@upi/Moorehaven,atm,expenses,fuel,4109.93,3120172.39,Verified
1013,1013,09-11-2022,UPI/500164261572/NO REMARKS/haynesbrandon@upi/Gutierrezchester,ecs,expenses,other,-3008.64,3173024.77,
1014,1014,09-11-2022,UPI/777534147527/NO REMARKS/dharvey@upi/Port Cassiefurt,inft,reversal credit,loan,5395.22,4148562.02,
1015,1015,10-11-2022,BIL/RCHG/637979413/Vodafone -/847.468.2145x756,imps,other credit,bounce,5889.21,2050496.35,Fraud Identified
1016,1016,10-11-2022,APBS/IOC Ref No2565331668/60614809305164,imps,subsidy,other,-12.44,3467204.44,Verified
1017,1017,11-11-2022,INF/INFT/511816632822/Robinson-Jones /Jeremy,atm,subsidy,recharge,6590.06,3394288.55,Fraud Identified
1018,1018,11-11-2022,IPS/MASTER FUEL/641046562710/000000000980/North Kara,atm,reversal credit,bounce,-4617.35,3511180,
1019,1019,12-11-2022,BIL/RCHG/3260973896/Vodafone -/001-589-375-5717x04802,ecs,subsidy,loan,337.62,1471498.45,
1020,1020,12-11-2022,UPI/479830776140/NO REMARKS/joan30@upi/South Roberttown,imps,withdrawal,recharge,8784.44,1621147.04,Fraud Identified
1021,1021,12-11-2022,INF/INFT/635480804741/Strickland-Duarte /Jerry,vps,other credit,fuel,-2909.39,2137908.4,
1022,1022,13-11-2022,"VPS/Baker, Owen and Davis/570666083320/Port Dianabury",upi,withdrawal,bounce,-306.18,2048013.22,Fraud Identified
1023,1023,14-11-2022,IPS/MASTER FUEL/329483815703/000000000980/Greenfurt,vps,reversal credit,fuel,8161.93,130648.36,Verified
1024,1024,15-11-2022,VPS/Nguyen PLC/166202015544/New Chase,vps,reversal credit,bounce,-1011.16,4570165.05,
1025,1025,17-11-2022,INF/INFT/339177336113/Morton Inc /Karen,imps,other credit,recharge,1997.46,92155.33,Fraud Identified
1026,1026,17-11-2022,NFS/PWND07/CASH WDL/28-09-04,imps,withdrawal,bounce,5785.3,509680.51,Fraud Identified
1027,1027,17-11-2022,"INF/INFT/887091488414/Morris, Lopez and Ramirez /Elizabeth",atm,withdrawal,recharge,-4173.95,2348932.84,
1028,1028,17-11-2022,IPS/MASTER FUEL/734528450981/000000000980/Vasquezmouth,vps,other credit,recharge,4891.59,3522103.29,Verified
1029,1029,17-11-2022,INF/INFT/269304809011/Clark and Sons /Tara,imps,withdrawal,fuel,-1476.75,3533972.11,Verified
1030,1030,17-11-2022,VPS/Miller-Kim/594834306144/West Hollytown,atm,expenses,bounce,9440.6,4438393.19,
1031,1031,19-11-2022,APBS/IOC Ref No9430456038/97827213644152,inft,subsidy,recharge,9532.86,1874940.13,Verified
1032,1032,19-11-2022,INF/INFT/856460262456/Davis PLC /Jared,ecs,subsidy,fuel,7873.56,2480736.12,Fraud Identified
1033,1033,21-11-2022,ATM DEC CHG/03-06-92/GST,atm,subsidy,loan,9727.84,1883569.65,Verified
1034,1034,22-11-2022,INF/INFT/68498447801/Taylor PLC /Adam,imps,withdrawal,bounce,8370.02,3214118.36,Verified
1035,1035,23-11-2022,"VPS/Roberts, Reyes and Scott/807978813284/Charlesport",inft,expenses,loan,556,2873766,Fraud Identified
1036,1036,23-11-2022,INF/INFT/518583465651/Martin LLC /Anthony,imps,withdrawal,recharge,-2515.77,3351955.49,Verified
1037,1037,23-11-2022,ATM DEC CHG/17-04-95/GST,inft,withdrawal,loan,-2261.53,3473473.75,Fraud Identified
1038,1038,23-11-2022,APBS/IOC Ref No2235963999/12014001108490,ecs,other credit,recharge,5775.38,3688003.28,Verified
1039,1039,25-11-2022,IPS/MASTER FUEL/355790086669/000000000980/Lake Crystalbury,vps,other credit,recharge,330.22,2879.59,Fraud Identified
1040,1040,25-11-2022,APBS/IOC Ref No2670033422/59060998547719,inft,other credit,loan,4168.62,74565.94,Verified
1041,1041,25-11-2022,UPI/751522677036/NO REMARKS/iharper@upi/Rangelberg,vps,expenses,fuel,6827.04,3533818.32,
1042,1042,27-11-2022,ATM DEC CHG/17-12-97/GST,upi,other credit,bounce,7725.46,1677385.4,Verified
1043,1043,28-11-2022,IPS/MASTER FUEL/151879032226/000000000980/South Andrew,imps,subsidy,loan,-1196.51,3100677.36,
1044,1044,29-11-2022,ATM DEC CHG/27-09-03/GST,imps,subsidy,other,-2744.45,1677339.14,Verified
1045,1045,30-11-2022,INF/INFT/553857294774/Henry Group /Rebecca,vps,reversal credit,bounce,9497.79,1814690.27,
1046,1046,02-12-2022,APBS/IOC Ref No3315320133/96983734057099,atm,other credit,fuel,783.49,424009.05,Fraud Identified
1047,1047,02-12-2022,APBS/IOC Ref No701029862/15177975907897,inft,subsidy,fuel,2111.36,3525761.58,Verified
1048,1048,04-12-2022,APBS/IOC Ref No833567583/12097759555223,atm,expenses,other,6693.5,621724.87,Fraud Identified
1049,1049,05-12-2022,INF/INFT/806197291853/Wood Inc /Megan,inft,other credit,fuel,-699.75,67202.16,Verified
1050,1050,05-12-2022,VPS/Perry Ltd/76828693589/Lake Blakeshire,imps,withdrawal,other,8629.3,3747816.53,Fraud Identified
1051,1051,06-12-2022,BIL/RCHG/5457342318/Vodafone -/288.365.4667x4687,imps,reversal credit,loan,-3292.36,1564735.1,Verified
1052,1052,06-12-2022,UPI/89085129003/NO REMARKS/lauralandry@upi/Torresfort,vps,subsidy,fuel,9776.59,3577037,Fraud Identified
1053,1053,07-12-2022,APBS/IOC Ref No8135349178/65225238323619,imps,withdrawal,bounce,7654.3,1667128.83,
1054,1054,07-12-2022,APBS/IOC Ref No1873426793/38368228537375,ecs,withdrawal,loan,-3458.79,3276578.7,Verified
1055,1055,08-12-2022,VPS/Flores-Rogers/253286958845/North Andreberg,upi,reversal credit,other,6216.48,285033.36,Fraud Identified
1056,1056,08-12-2022,NFS/LDND07/CASH WDL/28-11-86,imps,subsidy,other,-1150.44,1760687.1,Verified
1057,1057,09-12-2022,UPI/155669092519/NO REMARKS/jennifer37@upi/Maryside,ecs,reversal credit,recharge,-3457.84,2297901.41,Verified
1058,1058,09-12-2022,APBS/IOC Ref No455860191/51183891853638,vps,other credit,loan,-2319.13,4050275.48,Verified
1059,1059,11-12-2022,UPI/386338614852/NO REMARKS/sjackson@upi/Kimview,vps,withdrawal,other,-3233.98,246840.56,Fraud Identified
1060,1060,11-12-2022,BIL/RCHG/8246057095/Vodafone -/(357)682-6194x639,inft,subsidy,loan,-3281.15,2457952.79,Verified
1061,1061,11-12-2022,ATM DEC CHG/14-06-96/GST,upi,reversal credit,fuel,6777.9,3544907.05,Fraud Identified
1062,1062,11-12-2022,NFS/VKND07/CASH WDL/29-02-92,upi,expenses,recharge,-1423.24,3571445.68,Fraud Identified
1063,1063,12-12-2022,NFS/COND07/CASH WDL/21-06-98,atm,reversal credit,fuel,5824.37,1698291.47,Fraud Identified
1064,1064,12-12-2022,BIL/RCHG/5891501102/Vodafone -/9208833660,ecs,expenses,recharge,9086.13,2757688.39,Fraud Identified
1065,1065,15-12-2022,INF/INFT/145130095455/French Inc /Darlene,ecs,expenses,fuel,9446.17,2261817.01,Fraud Identified
1066,1066,16-12-2022,BIL/RCHG/7913680120/Vodafone -/939-200-5594,inft,withdrawal,bounce,5990.93,94418.72,Fraud Identified
1067,1067,16-12-2022,IPS/MASTER FUEL/457661632193/000000000980/Brianbury,atm,other credit,other,274.82,2264929.47,Fraud Identified
1068,1068,16-12-2022,UPI/700236947149/NO REMARKS/courtney33@upi/Rhondaberg,atm,other credit,loan,-23.35,2929033.96,
1069,1069,16-12-2022,UPI/817307483225/NO REMARKS/brandonedwards@upi/Ruizmouth,ecs,reversal credit,loan,4893.74,3128683.59,
1070,1070,17-12-2022,BIL/RCHG/7485126996/Vodafone -/(363)973-5937x74363,ecs,withdrawal,fuel,7570.57,2092575.94,
1071,1071,17-12-2022,UPI/714044360859/NO REMARKS/bonnievincent@upi/West Daniel,ecs,withdrawal,other,1018.18,2769854.98,Fraud Identified
1072,1072,17-12-2022,ATM DEC CHG/23-10-83/GST,vps,expenses,recharge,3827.4,2784670.34,Fraud Identified
1073,1073,18-12-2022,INF/INFT/395153698720/Melton-Morris /Tammy,vps,subsidy,recharge,-3724.73,4447660.88,Fraud Identified
1074,1074,19-12-2022,ATM DEC CHG/22-10-03/GST,imps,withdrawal,bounce,107.67,1008948.55,Verified
1075,1075,20-12-2022,INF/INFT/44693880017/Fisher Inc /Michael,atm,expenses,other,-2290.57,2809820.83,Fraud Identified
1076,1076,21-12-2022,BIL/RCHG/5732505875/Vodafone -/558-217-1357,vps,expenses,loan,979.59,2171362.15,Fraud Identified
1077,1077,23-12-2022,VPS/Obrien-Wiley/999637913660/Phillipsbury,imps,other credit,loan,-2299.75,4030476.37,Verified
1078,1078,24-12-2022,INF/INFT/76787779695/Fisher-Lawson /Ronald,vps,expenses,other,4408.08,2498182.47,
1079,1079,25-12-2022,VPS/Perry and Sons/495965895269/Mcgeeport,ecs,reversal credit,fuel,-3941.69,573247.27,
1080,1080,26-12-2022,NFS/KZND07/CASH WDL/28-11-79,upi,reversal credit,fuel,3082.04,1920650.77,
1081,1081,27-12-2022,INF/INFT/592466595686/Brooks-Barry /Amy,upi,other credit,fuel,6372.21,2281765.89,
1082,1082,28-12-2022,APBS/IOC Ref No5640462330/25981251625250,imps,reversal credit,loan,2766.05,1672616.7,Fraud Identified
1083,1083,28-12-2022,ATM DEC CHG/28-08-93/GST,inft,subsidy,recharge,7438.9,2879305.07,Fraud Identified
1084,1084,29-12-2022,APBS/IOC Ref No9286986476/79934691612058,inft,withdrawal,loan,-3787.5,2451772.79,
1085,1085,29-12-2022,VPS/Zavala Group/94342191642/South Thomas,atm,subsidy,bounce,8346.69,2668382.05,Fraud Identified
1086,1086,30-12-2022,ATM DEC CHG/09-08-78/GST,atm,expenses,other,5245.27,1109435.96,Fraud Identified
1087,1087,30-12-2022,VPS/Cole LLC/701520877321/Walshland,imps,expenses,other,-3470.5,1205529.05,
1088,1088,31-12-2022,IPS/MASTER FUEL/863676892410/000000000980/Lake James,atm,other credit,loan,152.09,2362939.76,Verified
1089,1089,01-01-2023,VPS/Jordan-Berg/691237774906/Lake Darrellburgh,imps,expenses,other,5765.84,650314.66,Verified
1090,1090,01-01-2023,NFS/DGND07/CASH WDL/14-04-99,upi,withdrawal,other,4145.48,4471461.25,
1091,1091,01-01-2023,UPI/125234454529/NO REMARKS/deannabrown@upi/Woodsburgh,inft,withdrawal,bounce,-3294,4616232.82,Verified
1092,1092,02-01-2023,APBS/IOC Ref No4533043673/38026001101716,inft,reversal credit,loan,-802.09,2312386.31,
1093,1093,02-01-2023,NFS/VVND07/CASH WDL/12-03-02,inft,reversal credit,bounce,1195.7,2914128.17,Fraud Identified
1094,1094,03-01-2023,IPS/MASTER FUEL/325314728209/000000000980/New Robertchester,inft,withdrawal,fuel,315.41,440027.3,
1095,1095,05-01-2023,ATM DEC CHG/06-12-77/GST,vps,other credit,loan,4313.34,3064116.48,Verified
1096,1096,06-01-2023,NFS/ILND07/CASH WDL/17-03-77,imps,expenses,recharge,3218.96,1907234.52,
1097,1097,06-01-2023,IPS/MASTER FUEL/948486335129/000000000980/Lake Lee,upi,other credit,other,1711.59,3856300.39,
1098,1098,07-01-2023,BIL/RCHG/8123937741/Vodafone -/(361)663-3152x579,ecs,withdrawal,fuel,9643.49,3414939.21,Fraud Identified
1099,1099,09-01-2023,UPI/24161673525/NO REMARKS/thomas56@upi/Lake Michael,ecs,other credit,other,8408.6,1242097.7,Verified
1100,1100,10-01-2023,NFS/QOND07/CASH WDL/09-06-02,imps,withdrawal,loan,2916.57,3271495.59,Verified
1101,1101,10-01-2023,UPI/635452345098/NO REMARKS/kelseyfields@upi/Lake Stephanieborough,atm,subsidy,recharge,6223.88,3764164.04,Verified
1102,1102,11-01-2023,APBS/IOC Ref No3370624740/14567617750547,inft,withdrawal,other,-1624.68,362108.59,Verified
1103,1103,11-01-2023,ATM DEC CHG/26-08-93/GST,upi,other credit,recharge,4761.85,3287218.12,Fraud Identified
1104,1104,12-01-2023,UPI/745100126172/NO REMARKS/luis39@upi/Ortizborough,ecs,withdrawal,other,6164.84,507210.98,Verified
1105,1105,13-01-2023,ATM DEC CHG/13-10-89/GST,vps,subsidy,other,9573.98,359506.03,Verified
1106,1106,13-01-2023,BIL/RCHG/4486985231/Vodafone -/765.560.4103,inft,reversal credit,other,9276.55,1966257.37,
1107,1107,14-01-2023,ATM DEC CHG/04-05-87/GST,vps,reversal credit,bounce,-3891.01,2041286.29,Verified
1108,1108,15-01-2023,APBS/IOC Ref No3716721648/7839509379091,ecs,expenses,fuel,-588.3,511833.62,Verified
1109,1109,16-01-2023,VPS/Pena-Johnson/49102813708/Lake Samantha,vps,expenses,fuel,4799.91,1866529.32,
1110,1110,16-01-2023,UPI/987504645791/NO REMARKS/justinmccoy@upi/Port Richardborough,atm,other credit,other,-2736.85,4272943.34,Fraud Identified
1111,1111,18-01-2023,ATM DEC CHG/12-08-99/GST,upi,withdrawal,bounce,-2946.14,2627508.17,Fraud Identified
1112,1112,19-01-2023,NFS/YSND07/CASH WDL/22-09-95,atm,subsidy,bounce,4892.53,658697.98,Verified
1113,1113,19-01-2023,NFS/KPND07/CASH WDL/03-09-02,atm,other credit,bounce,-3054.92,1916800.76,Fraud Identified
1114,1114,19-01-2023,IPS/MASTER FUEL/969172992153/000000000980/Deborahshire,ecs,subsidy,recharge,7211.66,2068015.65,
1115,1115,19-01-2023,BIL/RCHG/3590642163/Vodafone -/916-616-2759x26106,inft,expenses,bounce,7776.2,3281727.62,
1116,1116,19-01-2023,UPI/383733767710/NO REMARKS/hoffmandeborah@upi/New Raymondmouth,vps,withdrawal,other,-265.72,3472737.62,
1117,1117,19-01-2023,INF/INFT/566386274104/Hughes Group /Benjamin,inft,expenses,recharge,7357.33,4637323.77,Verified
1118,1118,20-01-2023,UPI/461664581069/NO REMARKS/saranorris@upi/Munozborough,upi,reversal credit,loan,3287.42,229496.17,
1119,1119,21-01-2023,BIL/RCHG/4898919350/Vodafone -/3822816625,ecs,other credit,recharge,3615.36,3486132.81,Verified
1120,1120,23-01-2023,INF/INFT/636830658250/Graham-Lopez /Rebecca,upi,withdrawal,fuel,-3728.24,2746807.99,Fraud Identified
1121,1121,25-01-2023,VPS/Murillo Inc/162587771021/Watsonchester,ecs,other credit,recharge,-970.94,544444.9,
1122,1122,25-01-2023,ATM DEC CHG/16-10-76/GST,imps,other credit,other,7978.39,1757478.35,Verified
1123,1123,27-01-2023,NFS/WGND07/CASH WDL/01-07-85,vps,expenses,other,4281.14,2265339.09,Verified
1124,1124,27-01-2023,VPS/Bowen-Herman/800530052020/Davidmouth,ecs,subsidy,fuel,5947.61,2823385.2,Verified
1125,1125,28-01-2023,NFS/BBND07/CASH WDL/30-09-03,inft,expenses,loan,-459.04,1519242.44,
1126,1126,30-01-2023,APBS/IOC Ref No3004703267/67623106698168,ecs,expenses,bounce,9858.02,1166362.98,Fraud Identified
1127,1127,30-01-2023,IPS/MASTER FUEL/273934638768/000000000980/Port Leslie,vps,withdrawal,recharge,-2401.06,1380285.86,
1128,1128,30-01-2023,BIL/RCHG/9489655601/Vodafone -/001-761-316-9051,inft,withdrawal,loan,-2190.38,1830410.4,
1129,1129,30-01-2023,UPI/242004871931/NO REMARKS/jasonstanton@upi/Maryland,atm,withdrawal,other,-1066.04,4234111.05,Verified
1130,1130,31-01-2023,INF/INFT/123649286602/Jimenez-Marsh /Monique,imps,expenses,other,7375.34,1821077.4,Fraud Identified
1131,1131,31-01-2023,NFS/EBND07/CASH WDL/13-07-84,vps,other credit,fuel,2435.57,2445541.61,Verified
1132,1132,31-01-2023,NFS/XUND07/CASH WDL/24-03-80,upi,expenses,loan,156.48,3666919.77,Fraud Identified
1133,1133,01-02-2023,UPI/144144100528/NO REMARKS/baileypatrick@upi/Jessicaton,ecs,withdrawal,bounce,3014.73,193764.05,Fraud Identified
1134,1134,01-02-2023,BIL/RCHG/2092085929/Vodafone -/+1-917-934-4935x9720,inft,expenses,bounce,115.37,220766.88,Fraud Identified
1135,1135,01-02-2023,APBS/IOC Ref No3973392328/47002585573831,upi,subsidy,fuel,6243.51,1003775.86,Verified
1136,1136,02-02-2023,INF/INFT/441529407900/Hughes-Clark /Christina,atm,reversal credit,other,-3803.08,2395132.89,
1137,1137,05-02-2023,UPI/333114048549/NO REMARKS/rsantiago@upi/Cooperhaven,imps,expenses,other,8046.14,3227202.74,Verified
1138,1138,06-02-2023,APBS/IOC Ref No1097078220/9052940756990,ecs,other credit,loan,-975.91,3468943.29,Verified
1139,1139,06-02-2023,BIL/RCHG/3382880294/Vodafone -/(968)300-8434,inft,expenses,bounce,-954.31,4153465.27,
1140,1140,06-02-2023,NFS/RQND07/CASH WDL/29-09-95,ecs,expenses,recharge,-1566.36,4393986.08,Fraud Identified
1141,1141,06-02-2023,APBS/IOC Ref No5269691998/2798322946680,atm,withdrawal,bounce,1581.82,4524052.79,Verified
1142,1142,07-02-2023,NFS/SKND07/CASH WDL/01-08-00,upi,withdrawal,fuel,3116.3,1465439.12,
1143,1143,07-02-2023,"VPS/Duran, Escobar and Watson/892168672327/East James",vps,withdrawal,loan,-4227.46,4681822,Verified
1144,1144,09-02-2023,IPS/MASTER FUEL/588293920982/000000000980/North Anthony,imps,other credit,bounce,7189.27,520635.11,Verified
1145,1145,09-02-2023,ATM DEC CHG/18-06-80/GST,vps,reversal credit,bounce,7585.94,3351423.61,Fraud Identified
1146,1146,11-02-2023,INF/INFT/869703738290/Garrett PLC /Angela,upi,reversal credit,fuel,8719.27,2225213.29,
1147,1147,11-02-2023,INF/INFT/984407292579/Cruz-Ray /Timothy,imps,subsidy,other,3427.68,3322688.64,Fraud Identified
1148,1148,11-02-2023,UPI/494057472113/NO REMARKS/maurice43@upi/North Lisatown,upi,withdrawal,other,-683.14,4378236.78,Verified
1149,1149,13-02-2023,ATM DEC CHG/16-06-01/GST,atm,other credit,recharge,6975.62,3793651.32,
1150,1150,14-02-2023,INF/INFT/45896794470/Cisneros-Gonzalez /Cindy,imps,expenses,recharge,-815.97,792489.39,Verified
1151,1151,14-02-2023,BIL/RCHG/8580194489/Vodafone -/001-388-305-7410x6148,ecs,other credit,recharge,5323.5,3340525.95,
1152,1152,15-02-2023,UPI/392941247692/NO REMARKS/monica43@upi/Jenniferbury,upi,withdrawal,bounce,1023.53,646580.72,Verified
1153,1153,17-02-2023,BIL/RCHG/5670339151/Vodafone -/633-850-5187x474,inft,other credit,recharge,-4433.99,1925008.42,
1154,1154,17-02-2023,IPS/MASTER FUEL/462151827466/000000000980/Brendaside,vps,subsidy,recharge,5990.93,3311312.5,Verified
1155,1155,18-02-2023,VPS/Webb Ltd/443309645513/Danielstad,vps,withdrawal,other,8320.82,1289412.23,
1156,1156,19-02-2023,"INF/INFT/927652122560/Rose, York and Nguyen /Jason",atm,subsidy,recharge,-2211.28,4004385.85,Verified
1157,1157,20-02-2023,UPI/138413736392/NO REMARKS/scrosby@upi/Matthewfurt,vps,other credit,loan,2194.44,1106930.02,Verified
1158,1158,20-02-2023,APBS/IOC Ref No742820854/21822326927588,vps,expenses,bounce,5855.21,1813375.38,
1159,1159,20-02-2023,UPI/192968369768/NO REMARKS/avargas@upi/Schwartzchester,imps,withdrawal,loan,3158.17,1840040.44,
1160,1160,21-02-2023,ATM DEC CHG/20-09-91/GST,imps,expenses,bounce,-2454.65,4386686.1,
1161,1161,23-02-2023,ATM DEC CHG/12-05-93/GST,inft,other credit,fuel,-3178.54,2169883.76,Verified
1162,1162,23-02-2023,INF/INFT/29786853486/Cooper-Jones /Melissa,atm,withdrawal,loan,5250.71,4337597.79,Verified
1163,1163,24-02-2023,IPS/MASTER FUEL/997013220521/000000000980/North Brandon,ecs,expenses,bounce,7646.56,73896.2,Verified
1164,1164,24-02-2023,UPI/764380623934/NO REMARKS/petersdorothy@upi/Ginatown,atm,reversal credit,recharge,5492.87,2017580.51,Verified
1165,1165,25-02-2023,ATM DEC CHG/12-02-84/GST,vps,subsidy,loan,3149.22,1006510.77,Fraud Identified
1166,1166,25-02-2023,INF/INFT/50921114949/Bailey-Henry /Dennis,upi,expenses,other,2896.23,1348353.8,Fraud Identified
1167,1167,25-02-2023,BIL/RCHG/9479364548/Vodafone -/(336)637-0615,upi,subsidy,bounce,-1868.61,3024324.86,Verified
1168,1168,26-02-2023,INF/INFT/435907847969/Kennedy LLC /Suzanne,imps,subsidy,bounce,-3343.52,744915.83,Fraud Identified
1169,1169,26-02-2023,APBS/IOC Ref No785101344/66556432661863,vps,withdrawal,fuel,4483.33,979624.6,Verified
1170,1170,26-02-2023,INF/INFT/309674788052/Roberts-Kim /Miguel,inft,reversal credit,loan,5579.91,1327017.43,
1171,1171,26-02-2023,IPS/MASTER FUEL/26846696716/000000000980/South Ryanport,atm,expenses,loan,-2181.52,3767894.63,Verified
1172,1172,26-02-2023,INF/INFT/546244910160/Brown-Reyes /Mary,upi,expenses,bounce,8963.36,3969664.33,Fraud Identified
1173,1173,26-02-2023,UPI/856616350191/NO REMARKS/careynicholas@upi/West Brandon,ecs,other credit,bounce,4633.84,4265657.67,Fraud Identified
1174,1174,27-02-2023,VPS/Cole-Hunter/283618759146/Waltonhaven,upi,subsidy,bounce,-1377.9,653776.52,Fraud Identified
1175,1175,27-02-2023,"INF/INFT/262583199053/Ramos, Mendez and Contreras /Ashley",imps,reversal credit,bounce,4499.57,2764859.61,Fraud Identified
1176,1176,27-02-2023,NFS/MYND07/CASH WDL/28-12-84,atm,subsidy,loan,8653.08,4286709.34,
1177,1177,28-02-2023,VPS/Blair-Caldwell/678760786168/North Michellefurt,imps,expenses,other,919.1,1543079.4,Fraud Identified
1178,1178,28-02-2023,UPI/943923028542/NO REMARKS/edwardschultz@upi/East Juanland,inft,withdrawal,fuel,5269.65,1681848.91,Verified
1179,1179,28-02-2023,UPI/929787435918/NO REMARKS/iolsen@upi/Cordovaborough,upi,reversal credit,other,9297.17,2311474.64,Fraud Identified
1180,1180,28-02-2023,UPI/4437885108/NO REMARKS/john07@upi/Rhodeston,ecs,other credit,bounce,7634.37,2919344.51,Verified
1181,1181,28-02-2023,NFS/RGND07/CASH WDL/15-03-82,atm,withdrawal,recharge,-2051.57,4170781.3,Fraud Identified
1182,1182,01-03-2023,BIL/RCHG/6921684952/Vodafone -/(751)906-2011x91010,atm,other credit,other,376.47,2582033.36,
1183,1183,01-03-2023,BIL/RCHG/569723660/Vodafone -/444.359.9897,ecs,other credit,other,-2649.89,3080741.84,Fraud Identified
1184,1184,01-03-2023,UPI/100354269505/NO REMARKS/rosalesjustin@upi/Howelltown,upi,expenses,recharge,-2671.73,3254487.08,
1185,1185,02-03-2023,UPI/70760141149/NO REMARKS/dodsonfrank@upi/North Austin,imps,withdrawal,recharge,9134.91,3806860.63,Fraud Identified
1186,1186,03-03-2023,BIL/RCHG/870078750/Vodafone -/+1-291-553-7128x126,ecs,withdrawal,loan,6145.28,4231149.49,Verified
1187,1187,04-03-2023,BIL/RCHG/217659690/Vodafone -/2307537384,upi,expenses,loan,8666.46,1042566.71,
1188,1188,04-03-2023,VPS/Richardson-Saunders/721164613542/Lawsonland,inft,other credit,fuel,4177.32,4410732.96,
1189,1189,05-03-2023,APBS/IOC Ref No4826162358/47388400867891,vps,subsidy,recharge,-3617.82,4946.73,Fraud Identified
1190,1190,05-03-2023,"VPS/Wu, Martinez and Martin/930142919441/West John",imps,expenses,fuel,3463.12,2981647.6,
1191,1191,06-03-2023,UPI/536509543661/NO REMARKS/rharris@upi/Charlesfort,ecs,other credit,bounce,1099.99,758247.91,Verified
1192,1192,06-03-2023,ATM DEC CHG/24-01-75/GST,imps,other credit,recharge,-3914.24,1214651.42,Fraud Identified
1193,1193,07-03-2023,VPS/Mcneil-Barnes/481483078512/Torresstad,vps,subsidy,bounce,8006.88,4117826.13,Fraud Identified
1194,1194,09-03-2023,NFS/QRND07/CASH WDL/27-12-87,ecs,reversal credit,bounce,9382.62,3753648.75,Verified
1195,1195,10-03-2023,UPI/829297260036/NO REMARKS/nicholsstephanie@upi/Port Rachelbury,ecs,expenses,fuel,1810.11,1353259.71,
1196,1196,10-03-2023,NFS/VWND07/CASH WDL/08-12-87,upi,reversal credit,loan,16.82,1816896.16,
1197,1197,10-03-2023,NFS/GYND07/CASH WDL/11-05-95,upi,expenses,recharge,-995.68,4006342.68,Fraud Identified
1198,1198,12-03-2023,BIL/RCHG/2584282385/Vodafone -/+1-928-751-3301x2837,upi,other credit,loan,6127.88,2240870.02,
1199,1199,12-03-2023,VPS/Williams Inc/534856883889/Chelseastad,upi,withdrawal,recharge,111.36,4496771.26,Fraud Identified
1200,1200,13-03-2023,"INF/INFT/494560274562/Cain, Bennett and Cox /George",upi,subsidy,fuel,9827.31,238115.66,
1201,1201,13-03-2023,VPS/Murphy Group/797923468677/Jeffreymouth,vps,subsidy,other,-3290.54,4359691.25,
1202,1202,14-03-2023,VPS/Miller-Anderson/231468108209/Port Anitamouth,atm,expenses,fuel,-2957.97,969311.29,
